"Time","Country","Customs Value (Gen) ($US)",
"June 2020","Mexico","25,672,078,884"
"July 2020","Canada","22,329,745,268"
"July 2020","Mexico","28,878,189,550"
"August 2020","Canada","23,748,921,934"
"August 2020","Mexico","29,555,632,641"
"September 2020","Canada","24,595,478,130"
"September 2020","Mexico","29,788,032,020"
"October 2020","Canada","24,853,058,195"
"October 2020","Mexico","32,785,496,819"
"November 2020","Canada","24,064,876,260"
"November 2020","Mexico","29,819,707,574"
"December 2020","Canada","24,632,320,835"
"December 2020","Mexico","29,360,853,468"
"2021","Canada","357,274,663,444"
"2021","Mexico","382,569,339,250"
"January 2021","Canada","24,721,034,157"
"January 2021","Mexico","28,976,451,284"
"February 2021","Canada","25,215,553,563"
"February 2021","Mexico","27,201,783,374"
"March 2021","Canada","29,809,929,563"
"March 2021","Mexico","33,313,889,483"
"April 2021","Canada","27,484,178,130"
"April 2021","Mexico","31,991,844,406"
"May 2021","Canada","29,040,495,464"
"May 2021","Mexico","31,108,854,912"
"June 2021","Canada","32,160,938,378"
"June 2021","Mexico","32,776,616,579"
"July 2021","Canada","29,809,808,476"
"July 2021","Mexico","31,818,084,797"
"August 2021","Canada","30,951,337,590"
"August 2021","Mexico","31,957,126,193"
"September 2021","Canada","29,926,457,015"
"September 2021","Mexico","31,829,475,316"
"October 2021","Canada","31,577,065,125"
"October 2021","Mexico","34,138,925,977"
"November 2021","Canada","33,810,911,660"
"November 2021","Mexico","34,470,179,273"
"December 2021","Canada","32,766,954,323"
"December 2021","Mexico","32,986,107,656"
"2022","Canada","437,429,118,612"
"2022","Mexico","452,032,214,093"
"January 2022","Canada","31,594,641,780"
"January 2022","Mexico","33,155,619,505"
"February 2022","Canada","31,010,799,697"
"February 2022","Mexico","32,507,559,725"
"March 2022","Canada","40,049,085,962"
"March 2022","Mexico","40,013,719,324"
"April 2022","Canada","38,073,738,057"
"April 2022","Mexico","38,517,005,188"
"May 2022","Canada","40,460,747,326"
"May 2022","Mexico","39,445,510,893"
"June 2022","Canada","41,005,037,615"
"June 2022","Mexico","39,122,762,916"
"July 2022","Canada","37,901,809,996"
"July 2022","Mexico","37,687,531,146"
"August 2022","Canada","38,932,124,954"
"August 2022","Mexico","39,780,910,597"
"September 2022","Canada","35,916,131,734"
"September 2022","Mexico","39,197,973,411"
"October 2022","Canada","34,670,422,121"
"October 2022","Mexico","40,144,372,069"
"November 2022","Canada","33,777,685,638"
"November 2022","Mexico","36,643,679,848"
"December 2022","Canada","34,036,893,732"
"December 2022","Mexico","35,815,569,471"
"2023","Canada","418,618,659,183"
"2023","Mexico","475,215,965,697"
"January 2023","Canada","34,911,122,155"
"January 2023","Mexico","36,895,405,811"
"February 2023","Canada","31,611,384,436"
"February 2023","Mexico","35,678,640,092"
"March 2023","Canada","36,473,235,088"
"March 2023","Mexico","42,793,405,279"
"April 2023","Canada","33,951,379,531"
"April 2023","Mexico","38,054,994,275"
"May 2023","Canada","36,573,212,467"
"May 2023","Mexico","41,339,552,129"
"June 2023","Canada","34,914,005,638"
"June 2023","Mexico","40,988,584,861"
"July 2023","Canada","33,069,511,867"
"July 2023","Mexico","38,900,908,583"
"August 2023","Canada","36,295,468,428"
"August 2023","Mexico","41,698,966,182"
"September 2023","Canada","34,904,993,141"
"September 2023","Mexico","39,509,220,025"
"October 2023","Canada","36,403,160,145"
"October 2023","Mexico","42,897,395,950"
"November 2023","Canada","36,236,790,358"
"November 2023","Mexico","39,844,044,126"
"December 2023","Canada","33,274,395,929"
"December 2023","Mexico","36,614,848,384"
"2024","Canada","412,695,719,877"
"2024","Mexico","505,850,598,583"
"January 2024","Canada","33,309,127,319"
"January 2024","Mexico","38,042,320,835"
"February 2024","Canada","33,395,174,825"
"February 2024","Mexico","40,244,578,331"
"March 2024","Canada","34,218,094,789"
"March 2024","Mexico","41,562,915,485"
"April 2024","Canada","34,883,560,333"
"April 2024","Mexico","43,065,613,597"
"May 2024","Canada","35,669,381,089"
"May 2024","Mexico","43,880,787,079"
"June 2024","Canada","34,393,224,478"
"June 2024","Mexico","42,244,593,026"
"July 2024","Canada","35,798,948,016"
"July 2024","Mexico","41,940,483,227"
"August 2024","Canada","33,036,375,028"
"August 2024","Mexico","43,748,216,491"
"September 2024","Canada","34,633,304,379"
"September 2024","Mexico","44,155,009,199"
"October 2024","Canada","34,463,328,989"
"October 2024","Mexico","45,492,385,468"
"November 2024","Canada","33,438,102,056"
"November 2024","Mexico","42,248,808,266"
"December 2024","Canada","35,457,098,576"
"December 2024","Mexico","39,224,887,579"
"2025 through March","Canada","108,930,786,233"
"2025 through March","Mexico","131,299,162,743"
"January 2025","Canada","38,338,463,539"
"January 2025","Mexico","41,678,591,417"
"February 2025","Canada","34,924,705,129"
"February 2025","Mexico","41,638,739,522"
"March 2025","Canada","35,667,617,565"
"March 2025","Mexico","47,981,831,804"
